Date,-1,1,-1,1,-1,1,-1,1,avgPrice_chang,lag1,,stock_price_movement
13/02/2018,0.33510638,0.66489362,0.9379845,0.0620155,-0.0607551,1,0.86605081,0.13394919,0.0091,-0.06366608,0.8,1
14/02/2018,0.31102362,0.68897638,0.45544555,0.54455446,-0.0795826,1,0.37197232,0.62802768,0.0147,-0.19142736,0.8,1
15/02/2018,0.3490566,0.6509434,0.27385892,0.72614108,-0.2392842,1,0.33560091,0.66439909,-0.001,-0.26784664,0.8,-1
16/02/2018,0.37142857,0.62857143,0.34722222,0.65277778,-0.3348083,1,0.38174274,0.61825726,-0.0156,-0.8,0.272985456,-1
20/02/2018,0.36752137,0.63247863,0.43965517,0.56034483,-1,0.34123182,0.42105263,0.57894737,-0.0052,-0.26835952,0.8,1
21/02/2018,0.35294118,0.64705882,0.33928571,0.66071429,-0.3354494,1,0.33596838,0.66403162,-0.0082,-0.09795312,0.8,1
22/02/2018,0.23529412,0.76470588,0.18918919,0.81081081,-0.1224414,1,0.23287671,0.76712329,0.0449,-0.127988,0.8,-1
23/02/2018,0.27272727,0.72727273,0.25,0.75,-0.159985,1,0.30566038,0.69433962,-0.0066,-0.22754544,0.8,-1
26/02/2018,0.45669291,0.54330709,0.44117647,0.55882353,-0.2844318,1,0.44050633,0.55949367,-0.0196,-0.0948788,0.8,1
27/02/2018,0.22727273,0.77272727,0.1875,0.8125,-0.1185985,1,0.22988506,0.77011494,0.0053,0,0,1
28/02/2018,0.222222222,0.777777778,0.237288136,0.762711864,-0.311371563,1,0.258278146,0.741721854,0.0165,-0.8,0.248923262,1
1/03/2018,0.346153846,0.653846154,0.5,0.5,-1,0.311154078,0.426315789,0.573684211,0.0029,-0.232855702,0.8,1
2/03/2018,0.484848485,0.515151515,0.346938776,0.653061224,-0.291069627,1,0.344497608,0.655502392,0.0069,-0.165082167,0.8,1
5/03/2018,0.21875,0.78125,0.37254902,0.62745098,-0.206352709,1,0.320855615,0.679144385,0.0058,-0.347622227,0.8,-1
6/03/2018,0.230769231,0.769230769,0.176923077,0.823076923,-0.434527784,1,0.201492537,0.798507463,-0.0041,-0.8,0.347323127,-1
7/03/2018,0.506976744,0.493023256,0.593814433,0.406185567,-1,0.434153909,0.526734926,0.473265074,-0.003,-0.117548173,0.8,-1
8/03/2018,0.242424242,0.757575758,0.285714286,0.714285714,-0.146935216,1,0.279461279,0.720538721,0.0054,-0.8,0.281460513,-1
9/03/2018,0.391304348,0.608695652,0.515873016,0.484126984,-1,0.351825641,0.47146402,0.52853598,-0.0031,-0.325458886,0.8,-1
12/03/2018,0.405405405,0.594594595,0.41221374,0.58778626,-0.406823607,1,0.423487544,0.576512456,-0.0134,-0.021703932,0.8,-1
13/03/2018,0.351351351,0.648648649,0.2578125,0.7421875,-0.027129915,1,0.311355311,0.688644689,-0.0169,-0.210914207,0.8,-1
14/03/2018,0.173913043,0.826086957,0.346534653,0.653465347,-0.263642759,1,0.250883392,0.749116608,0.0093,-0.017830039,0.8,-1
15/03/2018,0.3,0.7,0.195402299,0.804597701,-0.022287549,1,0.226130653,0.773869347,-0.0052,-0.8,0.142553765,-1
16/03/2018,0.476190476,0.523809524,0.6875,0.3125,-1,0.178192206,0.459770115,0.540229885,-0.0049,-0.230038824,0.8,1
19/03/2018,0.269230769,0.730769231,0.428571429,0.571428571,-0.28754853,1,0.326848249,0.673151751,0.0051,-0.8,0.660279418,1
20/03/2018,0.32,0.68,0.433333333,0.566666667,-1,0.825349272,0.307189542,0.692810458,0.0054,-0.019872677,0.8,1
21/03/2018,0.209302326,0.790697674,0.12,0.88,-0.024840846,1,0.176245211,0.823754789,0.007,-0.189035819,0.8,1
22/03/2018,0.084337349,0.915662651,0.058020478,0.941979522,-0.236294774,1,0.219178082,0.780821918,0.0147,-0.8,0.064564209,-1
23/03/2018,0.34375,0.65625,0.423076923,0.576923077,-1,0.080705261,0.359477124,0.640522876,-0.0005,-0.657914841,0.8,1
26/03/2018,0.296296296,0.703703704,0.375,0.625,-0.822393551,1,0.323770492,0.676229508,-0.0022,-0.785412068,0.8,-1
27/03/2018,0.22962963,0.77037037,0.153225806,0.846774194,-0.186301781,1,0.191263282,0.808736718,0.0073,-0.356399919,0.8,1
28/03/2018,0.280898876,0.719101124,0.221606648,0.778393352,-0.445499899,1,0.237623762,0.762376238,0.0145,-0.3362653,0.8,1
